gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ensg00000119335.18	6084.666619	0.443069568	0.315795011	1.40302903	0.160608183	0.285157515
ensg00000119383.21	9214.722834	-0.382843792	0.206744575	-1.851771883	0.064058587	0.154173327
ensg00000119392.16	1271.639907	0.839535256	0.344564088	2.43651409	0.014829592	0.061403127
ensg00000119396.12	1847.44245	0.291375346	0.130197788	2.237943911	0.025224713	0.085813618
ensg00000119397.19	214.6293289	1.893213141	1.311750017	1.443272816	0.148943634	0.271315488
ensg00000119401.11	1101.526819	0.089828641	0.097192633	0.92423303	0.355365002	0.500213226
ensg00000119402.18	2533.85212	0.118444228	0.091436549	1.295370723	0.195192373	0.327436996
ensg00000119403.15	4694.518766	-0.945530711	0.166423706	-5.681466484	1.34E-08	9.12E-07
ensg00000119408.17	1298.484857	-0.628110154	0.133751544	-4.696096479	2.65E-06	9.63E-05
ensg00000119411.11	232.5157539	0.530876576	0.208476537	2.54645719	0.010882256	0.051019957
ensg00000119414.12	457.6418206	0.906620918	0.40403916	2.243893682	0.024839243	0.084919066
ensg00000119421.7	2554.756583	0.332365838	0.111442568	2.982395715	0.002860021	0.02209016
ensg00000119431.10	465.6850707	-0.211933714	0.248253574	-0.85369854	0.393272043	0.53797375
ensg00000119446.14	355.2695189	0.519047172	0.272776546	1.902829183	0.057062838	0.143832139
ensg00000119471.15	533.6059014	1.041346273	0.372970323	2.792035207	0.005237766	0.032715055
ensg00000119487.17	2539.896806	0.28417639	0.0924333	3.074394089	0.002109306	0.017705346
ensg00000119508.18	7.407742245	0.813583341	0.960027954	0.84745797	0.396739905	
ensg00000119509.13	417.7128077	0.188779506	0.232576215	0.811688785	0.416970231	0.560442495
ensg00000119514.7	101.6232876	0.276837254	0.30897738	0.895979032	0.370263962	0.515274943
ensg00000119522.18	1052.282401	-0.497784489	0.168012084	-2.962789806	0.003048647	0.023169016
ensg00000119523.10	491.9550146	0.908414723	0.362201653	2.508035829	0.012140436	0.054490123
ensg00000119537.18	408.9416712	0.047667588	0.239962326	0.198646133	0.842539563	0.895818478
ensg00000119541.10	609.035894	0.175549878	0.231099991	0.759627368	0.447477355	0.588905259
ensg00000119547.6	5.196666008	-0.562546258	0.888787888	-0.632936458	0.526775138	
ensg00000119559.17	1252.557755	-0.164306331	0.246003657	-0.667901987	0.504196159	0.638696721
ensg00000119574.13	792.4703323	-0.422244947	0.208684639	-2.023363819	0.043035652	0.119982021
ensg00000119596.18	1229.595116	0.047755717	0.104567915	0.456695693	0.647889787	0.755987342
ensg00000119599.17	293.3019641	-0.120340506	0.204540677	-0.588345104	0.556300677	0.682136106
ensg00000119608.15	6.131159356	1.486514002	1.143113255	1.300408332	0.193461056	
ensg00000119616.11	636.4009622	0.858196194	0.463675182	1.850856433	0.06419021	0.154434024
ensg00000119630.14	228.8015083	-0.134961816	0.257280872	-0.524569956	0.599882177	0.717584691
ensg00000119632.4	468.452317	-0.329102267	0.232833287	-1.413467429	0.157518332	0.281709347
ensg00000119636.16	19.06096239	0.921161597	0.981477827	0.938545499	0.347964146	0.49362269
ensg00000119638.14	202.0478023	-0.175341902	0.318256272	-0.550945629	0.581670947	0.702649173
ensg00000119640.9	113.8939152	0.631979252	0.329956899	1.915338802	0.05544931	0.140763294
ensg00000119650.13	429.7639657	-0.032773371	0.15800929	-0.207414204	0.83568639	0.891371915
ensg00000119655.11	1370.684477	1.017094238	0.406684291	2.500943019	0.012386311	0.055219697
ensg00000119661.15	303.2532773	1.373945838	0.544554131	2.523065675	0.011633667	0.053156027
ensg00000119669.5	3932.799871	-0.520821701	0.240653323	-2.164199086	0.030449073	0.096571433
ensg00000119673.16	568.0789548	-0.419999884	0.182238229	-2.304674965	0.021184784	0.077032408
ensg00000119681.12	3707.845487	-0.763601477	0.155370248	-4.914721347	8.89E-07	3.83E-05
ensg00000119682.18	1104.689158	0.39900715	0.190907957	2.090049865	0.036613321	0.108878831
ensg00000119684.16	88.13833295	0.50395273	0.303633183	1.659741944	0.096966378	0.202074272
ensg00000119685.20	732.5867418	0.493707689	0.206690082	2.388637534	0.016910977	0.066755072
ensg00000119686.10	63.77529077	-0.188318384	0.248474771	-0.757897405	0.448512404	0.589669097
ensg00000119688.21	33.24152207	-2.608134457	0.785843274	-3.318899	0.000903731	0.009900781
ensg00000119689.15	3381.400029	0.131490976	0.113955862	1.153876365	0.24855086	0.389478715
ensg00000119699.8	32.7642701	-0.114476553	0.353463755	-0.323870697	0.746035929	0.828952942
ensg00000119703.15	33.79609637	0.301799023	0.499386825	0.604339178	0.545618164	0.673830751
ensg00000119705.10	631.886603	0.859941435	0.263377263	3.265055704	0.001094426	0.011270797
ensg00000119707.14	654.2723023	0.927484851	0.390707922	2.373857297	0.017603352	0.068340607
ensg00000119711.13	664.8545386	-0.596975143	0.126351278	-4.724725816	2.30E-06	8.53E-05
ensg00000119714.11	509.0067868	-2.08862653	0.204043333	-10.23619099	1.37E-24	9.52E-22
ensg00000119718.11	117.1507627	0.470712404	0.288262627	1.632929001	0.10248393	0.210657879
ensg00000119720.18	249.9632425	0.025630234	0.174154068	0.147169887	0.882997929	0.924007511
ensg00000119723.17	395.193096	0.32010772	0.178706601	1.791247319	0.073253616	0.168706068
ensg00000119725.21	324.0904039	1.126801847	0.501469946	2.246997764	0.02464017	0.084459981
ensg00000119729.12	253.339723	0.381075587	0.259801671	1.466794214	0.142432044	0.262960623
ensg00000119737.6	23.15505985	0.877492878	0.42025165	2.088017687	0.036796239	0.109153392
ensg00000119760.16	1291.004493	0.117632824	0.106583978	1.10366329	0.269739226	0.411787929
ensg00000119771.15	166.8229074	0.096870165	0.228109128	0.424665884	0.671080257	0.773973001
ensg00000119772.19	627.6514439	-0.443978677	0.185817155	-2.389330936	0.01687909	0.066701093
ensg00000119777.20	2199.272814	0.038681087	0.144149032	0.268340944	0.788436893	0.858540297
ensg00000119778.15	62.74123096	1.434989862	0.572999293	2.504348402	0.012267717	0.054881746
ensg00000119782.14	59.38043111	-0.087527214	0.248098109	-0.352792747	0.724243822	0.814391384
ensg00000119787.14	310.7347507	1.111451891	0.508830176	2.184327785	0.02893817	0.093475102
ensg00000119801.13	541.6405317	0.432230345	0.220309087	1.961926993	0.049770985	0.131385041
ensg00000119812.20	307.7531805	0.799328775	0.395738067	2.019843026	0.043399673	0.120579585
ensg00000119820.11	995.1554956	-0.098939606	0.140230681	-0.705548922	0.480468698	0.618025245
ensg00000119844.17	128.1060455	0.441308436	0.601307912	0.733914236	0.46300101	0.602870163
ensg00000119862.13	53.38525911	0.499928695	0.561350304	0.890582389	0.373153251	0.517827786
ensg00000119866.22	309.2960496	-0.971163702	0.262789783	-3.695591558	0.000219375	0.003477992
ensg00000119878.6	102.8597756	0.874452811	0.310181033	2.819169192	0.004814813	0.031164038
ensg00000119888.11	1118.97372	0.361003982	0.090968154	3.968465517	7.23E-05	0.00143526
ensg00000119899.13	289.9469396	0.600965548	0.179040835	3.356583702	0.000789118	0.009047555
ensg00000119900.9	740.2543408	0.082077048	0.193210629	0.424806069	0.670978053	0.773973001
ensg00000119906.13	566.0871954	-0.120518059	0.169281126	-0.711940316	0.476501735	0.615011588
ensg00000119912.18	120.1964472	1.696403729	0.862984311	1.9657411	0.049328525	0.130557756
ensg00000119915.5	91.99320745	-0.309369108	0.247796174	-1.248482184	0.211854529	0.347428845
ensg00000119917.15	1253.320979	-1.50304256	0.240986757	-6.237033834	4.46E-10	4.38E-08
ensg00000119919.12	3.433619044	-0.197003017	1.151948098	-0.171017268	0.864210188	
ensg00000119922.11	228.3162212	-0.295072113	0.670427677	-0.440125196	0.659846434	0.765412623
ensg00000119927.14	227.9782149	0.898136227	0.415094342	2.163691809	0.03048801	0.096671791
ensg00000119929.13	297.388479	0.746703132	0.374744979	1.992563407	0.046309276	0.125493989
ensg00000119938.9	163.0928101	0.125153368	0.266971157	0.468789848	0.639219857	0.748719204
ensg00000119943.13	289.5916584	-0.461729272	0.314624573	-1.467556296	0.142224787	0.262810129
ensg00000119946.12	175.9728397	0.092620316	0.186636355	0.49626085	0.619710384	0.733360842
ensg00000119950.21	385.2088746	1.789748228	0.63903706	2.800695514	0.005099261	0.03217327
ensg00000119953.14	132.3968425	1.828565202	0.736969262	2.481196023	0.013094234	0.057133184
ensg00000119965.13	121.596967	0.160320644	0.25999646	0.616626257	0.537481271	0.667332719
ensg00000119969.16	128.614723	1.637946073	0.712679544	2.298292531	0.021545145	0.077766709
ensg00000119973.6	9.035216782	-0.299163235	0.556092285	-0.537974078	0.590594944	
ensg00000119977.22	370.9163222	1.466122677	0.634406973	2.311012867	0.020832144	0.076481754
ensg00000119979.18	259.3361853	0.98859689	0.474041709	2.08546394	0.037027208	0.109528114
ensg00000119986.7	1949.255417	-0.166440817	0.166869349	-0.997431931	0.318554898	0.464684858
ensg00000120008.16	912.4567954	0.864710368	0.476751006	1.81375678	0.069715179	0.163165281
ensg00000120029.13	497.0837656	0.679257712	0.363364173	1.869357967	0.061573028	0.150071518
ensg00000120049.20	13.29152051	-0.891366922	0.814912112	-1.093819699	0.274034063	
ensg00000120051.15	10.99385253	0.954828597	0.973310731	0.981011066	0.326587285	
ensg00000120053.12	2700.767461	0.186894243	0.148954567	1.254706366	0.209585374	0.344945306
ensg00000120055.7	296.4757341	-1.108034391	0.250047227	-4.431300447	9.37E-06	0.000270357
ensg00000120063.10	724.060108	0.692202418	0.486626011	1.422452566	0.154894913	0.278445296
ensg00000120068.7	4.619412492	-0.414382537	0.966357053	-0.428808933	0.668062278	
ensg00000120071.15	539.7405124	-0.067893664	0.248487951	-0.273227186	0.784678583	0.856189178
ensg00000120075.6	5.779590789	-1.55716038	0.966200312	-1.611633076	0.107041809	
ensg00000120093.12	64.82505279	-1.417967216	0.4319702	-3.282557956	0.001028698	0.010829522
ensg00000120129.6	2380.264478	-0.428316992	0.156561329	-2.735777706	0.006223305	0.036303845
ensg00000120137.7	705.1135456	1.061690034	0.327173858	3.24503321	0.001174369	0.011818596
ensg00000120149.9	156.6160469	0.017034209	0.258535178	0.065887395	0.947467476	0.966480085
ensg00000120158.12	195.6530241	-0.28854237	0.225401461	-1.280126439	0.200500672	0.333848731
ensg00000120159.13	165.3634144	0.394147229	0.284198245	1.386874256	0.165480109	0.291581144
ensg00000120162.10	893.7680208	-0.102516956	0.144792061	-0.708028851	0.478927341	0.616820812
ensg00000120215.10	12.40601041	0.023359817	0.639103137	0.036550935	0.970843066	
ensg00000120217.14	14.11757853	0.705736831	0.588955895	1.198284688	0.230806206	0.36981435
ensg00000120253.14	661.9202432	0.115835979	0.159437174	0.726530555	0.467513583	0.606727727
ensg00000120254.16	1016.246788	-0.165670491	0.150629003	-1.099857847	0.271394063	0.413508805
ensg00000120256.11	1386.430573	-1.020053746	0.119959061	-8.50334889	1.84E-17	7.18E-15
ensg00000120265.21	938.9628308	1.099396695	0.413609083	2.658057431	0.00785925	0.042108594
ensg00000120278.17	48.65468662	0.737929657	0.34036815	2.168033813	0.030156114	0.096194738
ensg00000120280.6	3.193967114	-0.179875091	1.143892474	-0.157248251	0.875049202	
ensg00000120306.11	2056.438317	0.461800889	0.180454245	2.559102382	0.010494283	0.049835624
ensg00000120314.19	1285.736508	0.076510666	0.108795579	0.703251612	0.48189896	0.619139511
ensg00000120318.16	3051.796429	-0.482332515	0.204078404	-2.363466717	0.018104853	0.069918916
ensg00000120333.4	145.4224303	0.903525031	0.361815435	2.497198694	0.012517879	0.055544685
ensg00000120334.16	311.257288	0.007903947	0.131048757	0.060313029	0.951906325	0.969026239
ensg00000120341.19	36.51472451	-1.135921397	0.786155293	-1.444907142	0.14848397	0.270718771
ensg00000120341.19	36.51472451	-1.135921397	0.786155293	-1.444907142	0.14848397	0.270718771
ensg00000120437.9	1138.133371	0.52624621	0.258495955	2.03580056	0.041770386	0.117993329
ensg00000120438.12	1068.052339	1.91201643	0.639363687	2.990498942	0.002785221	0.02167664
ensg00000120451.11	1586.594435	0.145518433	0.181710726	0.800824671	0.423233154	0.565834089
ensg00000120457.12	40.99801417	-0.566687053	0.421762074	-1.343617853	0.179071993	0.30823639
ensg00000120458.13	63.28854668	0.23010808	0.418802281	0.549443235	0.58270131	0.703445047
ensg00000120471.16	6.965225646	2.061418619	1.219158143	1.690854161	0.09086466	
ensg00000120500.19	2.658202304	0.579140263	1.323620104	0.437542662	0.661717844	
ensg00000120509.12	541.3084211	1.067267217	0.330882535	3.225516921	0.001257454	0.012456125
ensg00000120519.16	34.40397256	1.384101921	0.754524603	1.834402636	0.066594249	0.158538956
ensg00000120526.12	24.25286501	1.909444221	0.686407651	2.781793324	0.005405945	0.03340345
ensg00000120533.13	51.03217233	1.768303785	0.826488763	2.139537601		
ensg00000120539.15	483.4976699	-0.338157901	0.202615892	-1.668960406	0.095125227	0.1995552
ensg00000120549.19	2073.612763	0.162165391	0.135909371	1.193187713	0.232795866	0.371520337
ensg00000120594.17	21.06931749	0.100138624	0.520659041	0.19233052	0.847483313	0.899466995
ensg00000120616.16	206.9242966	0.047298081	0.229880347	0.20575087	0.83698552	0.891964851
ensg00000120645.12	10.6694697	-2.709871948	0.929725009	-2.91470265	0.003560276	
ensg00000120647.10	130.6114462	1.528021102	0.5692347	2.684342858	0.007267254	0.040099992
ensg00000120656.14	407.2083841	0.418685214	0.250003819	1.674715274	0.093990109	0.197925787
ensg00000120658.14	2.955312905	-0.079253187	1.193280323	-0.066416236	0.947046444	
ensg00000120662.16	84.05652313	0.310704947	0.421560272	0.737035644	0.461100674	0.60086799
ensg00000120685.20	998.4535881	0.420542091	0.151241557	2.780598801	0.005425875	0.033495362
ensg00000120686.12	242.9033883	0.896460794	0.368080907	2.435499309	0.014871253	0.061483791
ensg00000120688.9	169.8454653	0.12646392	0.244332744	0.517588913	0.604745119	0.721773238
ensg00000120690.16	273.06883	1.179198402	0.451687667	2.610649988	0.009037033	0.045507918
ensg00000120693.16	106.7523558	-1.000857261	0.287529417	-3.48088648	0.000499757	0.006471692
ensg00000120694.20	393.948129	0.183915096	0.258871219	0.710450148	0.477425035	0.61563141
ensg00000120696.9	260.4612649	-0.139721786	0.15109439	-0.924731792	0.355105438	0.500060293
ensg00000120697.10	176.4456526	0.664393364	0.418982411	1.585730922	0.112800362	0.224989615
ensg00000120699.14	252.9988742	1.360610841	0.723877778	1.87961405	0.060160697	0.148099903
ensg00000120705.13	1810.332235	1.309398323	0.521124735	2.51263898	0.011983189	0.054018629
ensg00000120708.17	23646.64606	-1.08042007	0.057419665	-18.81620284	5.56E-79	7.37E-75
ensg00000120709.11	3841.745971	-0.170050376	0.176504268	-0.963434925	0.335329306	0.481209899
ensg00000120709.11	3841.745971	-0.170050376	0.176504268	-0.963434925	0.335329306	0.481209899
ensg00000120725.13	1206.730097	-0.129297203	0.107468439	-1.203117903	0.228930698	0.367751759
ensg00000120727.13	400.8371662	0.885406993	0.408446211	2.167744413	0.030178138	0.096218678
ensg00000120733.15	3621.347396	0.154378708	0.079090173	1.951932864	0.050946176	0.133341354
ensg00000120738.8	6123.486859	-0.464257947	0.145523284	-3.19026575	0.00142142	0.013647074
ensg00000120742.11	1829.807832	-0.24588254	0.287741184	-0.854526753	0.392813193	0.537552983
ensg00000120756.13	104.0224498	2.015607523	0.698533382	2.885484897	0.003908112	0.027401497
ensg00000120784.17	63.92205026	0.003231768	0.278125778	0.011619809	0.990728942	0.993942954
ensg00000120798.17	110.2849968	0.24985989	0.471238549	0.530219547	0.59595972	0.714504761
ensg00000120800.5	312.3624087	1.054607392	0.40127332	2.628152282	0.008585007	0.044343604
ensg00000120802.14	2811.465742	-0.615087512	0.248066564	-2.479526064	0.013155711	0.057236906
ensg00000120805.14	311.6704706	1.645449443	0.501436581	3.281470689	0.001032673	0.010845517
ensg00000120820.13	69.35596006	-0.492972469	0.264782119	-1.861804229	0.06263069	0.151922003
ensg00000120832.11	92.24172351	0.129635734	0.331302936	0.391290629	0.695582425	0.792532834
ensg00000120833.14	378.6360872	-0.702904088	0.206359023	-3.406219298	0.000658692	0.007951102
ensg00000120837.8	144.3744929	-0.630935256	0.305755459	-2.063528999	0.039062396	0.113157188
ensg00000120860.11	93.8328469	0.961159496	0.317418085	3.02805524	0.002461331	0.019795222
ensg00000120868.15	309.836563	-0.05598556	0.330598988	-0.169345832	0.865524628	0.912128626
ensg00000120875.9	597.0984561	0.77498999	0.139540108	5.553886984	2.79E-08	1.70E-06
ensg00000120885.22	103.6217682	1.267746479	0.36855728	3.439754273	0.000582243	0.00725846
ensg00000120889.13	2691.751674	0.425494955	0.120882457	3.519906564	0.000431699	0.005840315
ensg00000120896.14	1757.832786	-0.523549036	0.230363029	-2.272712937	0.023043485	0.081012823
ensg00000120899.18	1957.711663	0.115258095	0.138172098	0.834163312	0.404188962	0.547874872
ensg00000120910.15	192.9574684	0.348710794	0.186289385	1.871876883	0.061223638	0.149605108
ensg00000120913.24	365.560032	0.074963608	0.335381719	0.223517276	0.823132939	0.88252742
ensg00000120915.14	44.82134348	0.004912129	0.432452902	0.01135876	0.990937216	0.993942954
ensg00000120925.16	64.98335506	0.191230643	0.329807681	0.579824709	0.562032833	0.686560661
ensg00000120942.14	807.8785496	0.022239949	0.194016224	0.114629328	0.908738932	0.941853754
ensg00000120948.19	700.7935025	1.493557029	0.613676361	2.433786152	0.01494182	0.061636751
ensg00000120949.15	198.7015362	-1.105654259	0.282296523	-3.91664144	8.98E-05	0.001702563
ensg00000120963.12	457.3986205	0.216844138	0.239575729	0.905117304	0.365403246	0.510386197
ensg00000120992.18	154.7390325	0.128549497	0.32710502	0.392991513	0.69432575	0.791620945
ensg00000121005.9	26.34104743	0.26805672	0.532418115	0.503470323	0.61463364	0.728738911
ensg00000121022.14	751.2461038	0.537728373	0.213320806	2.520749772	0.011710509	0.053326322
ensg00000121039.10	304.8104829	0.929072945	0.376466724	2.46787534	0.013591764	0.058431802
ensg00000121053.6	15.39684829	-1.458119309	0.588011968	-2.479744269	0.013147664	0.05722796
ensg00000121057.13	1926.173877	-0.082456511	0.145071899	-0.568383762	0.569774414	0.693460981
ensg00000121058.5	387.7880251	0.236187008	0.176716692	1.336529134	0.181376385	0.311031518
ensg00000121060.19	3665.553196	-0.341446	0.106311874	-3.211739068	0.001319341	0.012878239
ensg00000121064.13	844.1399981	0.050807809	0.284179026	0.178788034	0.858104141	0.907107377
ensg00000121067.19	404.2994472	0.556040375	0.422633317	1.315656748	0.188289277	0.319373699
ensg00000121073.15	74.11764649	1.329905167	0.544736826	2.441371876	0.014631579	0.060964147
ensg00000121101.16	4.207682485	0.296296934	1.153482456	0.256871643	0.797277862	
ensg00000121104.8	659.3208566	0.029110592	0.255542247	0.113916943	0.909303634	0.941964474
ensg00000121152.10	475.1427071	0.308041367	0.282825417	1.089157301	0.276084525	0.418579763
ensg00000121210.16	349.493521	0.174295977	0.170876878	1.020009136	0.307724128	0.452973744
ensg00000121211.8	41.62703834	0.504377257	0.56818343	0.887701454	0.374701364	0.519486598
ensg00000121236.21	266.6313216	0.208011104	0.188027759	1.106278694	0.268605911	0.410528453
ensg00000121270.16	12.88435399	0.160959302	0.666412386	0.241531078	0.809143533	
ensg00000121274.14	233.2472937	0.020317307	0.147854189	0.137414482	0.890703185	0.928568669
ensg00000121281.13	1950.277641	-0.625348965	0.291568059	-2.144778712	0.031970544	0.099566332
ensg00000121289.18	904.7432203	0.120914279	0.118538401	1.020043106	0.307708018	0.452973744
ensg00000121297.8	73.29466814	-1.093480872	0.265151779	-4.123980897	3.72E-05	0.000852422
ensg00000121310.17	117.9331454	-0.242740988	0.73547908	-0.330044721	0.741366171	0.826109359
ensg00000121350.16	31.08296046	0.575155293	0.401047716	1.434131828	0.151534647	0.27418979
ensg00000121351.8	26.87117175	-0.052966224	0.519845436	-0.101888408	0.918845251	0.948176188
ensg00000121390.19	994.0917916	1.56026339	0.480674761	3.24598568	0.001170447	0.011788076
ensg00000121406.9	105.2307452	0.893650523	0.374686805	2.385060028	0.017076335	0.067060253
ensg00000121413.13	450.9785303	0.139926913	0.286860891	0.487786652	0.625700967	0.738077663
ensg00000121417.14	46.35058743	1.533513157	0.620184002	2.472674485	0.013410623	0.057870206
ensg00000121454.6	15.9467524	0.99367931	0.749332196	1.326086502	0.184811047	0.314930947
ensg00000121481.12	63.40641404	0.177966998	0.430305248	0.413583146	0.679179418	0.780326284
ensg00000121486.12	276.3220107	-0.019784195	0.200085983	-0.098878464	0.921234768	0.949828519
ensg00000121542.12	146.8172863	1.91882331	0.637003482	3.012265026	0.002593061	0.020579899
ensg00000121552.4	227.7223642	2.381364359	0.785306704	3.032400392	0.002426172	0.019631549
ensg00000121577.14	10.21555936	0.455925793	0.84921096	0.536881663	0.591349358	
ensg00000121578.13	237.3469953	0.526805169	0.317383191	1.65983954	0.096946737	0.202074272
ensg00000121579.14	487.0232829	0.768399057	0.432508557	1.77661007	0.075632418	0.171790467
ensg00000121621.7	75.32374442	1.376401992	0.66017029	2.084919623	0.037076597	0.109616031
ensg00000121644.19	581.954065	-0.093364821	0.163283581	-0.571795524	0.56746051	0.691216028
ensg00000121653.11	397.2933846	-0.471363079	0.248923621	-1.89360526	0.058277425	0.145298907
ensg00000121671.12	964.7475695	-0.270534398	0.166600646	-1.623849631	0.104407905	0.212830263
ensg00000121680.16	783.1125915	-0.47414747	0.239596263	-1.978943513	0.047822366	0.128252721
ensg00000121690.11	51.00654362	0.636418878	0.685903261	0.927855157	0.353482708	0.498888278
ensg00000121691.7	730.5392354	0.423226421	0.184093137	2.298979897	0.021506081	0.077688976
ensg00000121716.21	918.2612153	-0.230761347	0.159594962	-1.445918744	0.148199994	0.270475083
ensg00000121741.17	336.1397512	1.266933071	0.568179867	2.229809864	0.025760068	0.087065363
ensg00000121742.19	232.318041	-0.500545966	0.283994907	-1.762517403	0.077981919	0.175122391
ensg00000121743.4	231.612737	-0.119647868	0.148290435	-0.806848183	0.419753955	0.563051935
ensg00000121749.16	94.29224153	1.372540639	0.79615968	1.723951455	0.084716607	0.185173448
ensg00000121753.13	492.8837341	-0.680610813	0.275891596	-2.466950151	0.013626933	0.058507083
ensg00000121766.16	378.0999513	1.31037116	0.492889223	2.658551046	0.007847746	0.042108594
ensg00000121769.8	20.43331527	1.164561788	0.771542235	1.509394735	0.131197938	0.249518936
ensg00000121774.18	4071.012604	-0.402329864	0.157131022	-2.560473791	0.010452955	0.04977758
ensg00000121775.18	318.3141873	-0.2540451	0.254619726	-0.997743197	0.318403901	0.464515718
ensg00000121851.13	326.6971141	-0.277978862	0.211669711	-1.313267078	0.189092968	0.320367915
ensg00000121858.11	575.3541432	-0.809372726	0.324380326	-2.495135066	0.012590919	0.055775416
ensg00000121864.10	159.0956321	0.470499572	0.571033283	0.823944217	0.409971255	0.553730664
ensg00000121879.6	124.3391261	1.328769957	0.778353835	1.707154122	0.08779341	0.189225598
ensg00000121892.15	1145.774542	0.02646441	0.266273688	0.099388003	0.920830208	0.949559136
ensg00000121895.8	37.44003833	0.580049991	0.354329003	1.637037858	0.10162256	0.209391138
ensg00000121897.15	154.3950221	0.037951063	0.211280073	0.179624429	0.857447425	0.906557767
ensg00000121900.19	1299.046014	-0.5787028	0.254719022	-2.271926124	0.023090973	0.081113488
ensg00000121903.15	224.9889204	-0.131974849	0.236015739	-0.559178169	0.576040131	0.697882623
ensg00000121931.16	401.6783269	-0.118628785	0.143206175	-0.828377581	0.407456699	0.551345695
ensg00000121940.17	551.2745191	0.422057743	0.220165685	1.917000565	0.05523786	0.140464128
ensg00000121957.15	643.2251592	1.057899027	0.59286672	1.784379171	0.074362073	0.170135494
ensg00000121964.15	128.299112	1.318073361	0.377268881	3.493724047	0.000476333	0.006250811
ensg00000121988.18	68.41695634	1.212212317	0.446731476	2.713514457	0.006657366	0.037846198
ensg00000121989.15	26.01806523	1.342379706	0.730823911	1.83680321	0.066238952	0.158043397
ensg00000122008.16	216.9743686	1.012469996	0.457634938	2.212396636	0.026939271	0.089210755
ensg00000122012.14	14.66649987	1.446975911	0.696149192	2.07854283	0.03765939	0.110771762
ensg00000122026.11	2670.371214	1.687936206	0.826550045	2.042146409	0.041137011	0.11685168
ensg00000122033.15	91.53782404	0.738512115	0.819888671	0.900746822	0.367722948	0.512761699
ensg00000122034.17	468.0474321	0.845321066	0.481664564	1.754999493	0.079259394	0.176852528
ensg00000122035.7	49.32677345	-0.325818461	0.362053391	-0.899918268	0.368163748	0.513064837
ensg00000122042.10	435.4130266	0.288556456	0.133008846	2.169453125	0.030048299	0.096012575
ensg00000122068.13	631.5419076	1.742028784	0.664033305	2.623405738	0.008705553	0.044723369
ensg00000122085.17	229.0046723	1.736254763	0.660699777	2.627902753	0.008591307	0.044358857
ensg00000122126.18	791.6443893	1.145754309	0.448407948	2.555160569	0.010613882	0.05013414
ensg00000122140.13	3803.612632	-0.527759936	0.220911339	-2.389012439	0.01689373	0.06671916
ensg00000122176.12	3.962411187	0.763932904	0.974628338	0.783819713	0.433145905	
ensg00000122188.13	12.66178582	-0.09533844	0.730152805	-0.13057327	0.896112889	
ensg00000122203.15	4976.952447	0.078977298	0.145706282	0.542030837	0.587797263	0.708049161
ensg00000122218.17	1510.935747	1.768424042	0.80875189	2.186608853	0.028771091	0.093098641
ensg00000122224.18	5.092221103	-0.075684328	0.87072104	-0.086921442	0.930733956	
ensg00000122257.20	1329.328247	0.04121591	0.128180426	0.32154605	0.747796621	0.830370007
ensg00000122299.12	433.20426	0.99319352	0.489636307	2.028431117	0.042516267	0.119085081
ensg00000122335.17	87.00467861	0.99367283	0.450829931	2.204096846	0.027517534	0.090478143
ensg00000122359.18	9143.932827	-0.11761277	0.155452308	-0.756584268	0.449298969	0.59007219
ensg00000122367.21	53.93273834	-0.040200973	0.37717561	-0.106584234	0.915118827	0.945508648
ensg00000122376.12	163.7185422	1.087258188	0.482970444	2.251189906	0.024373512	0.083866973
ensg00000122378.14	1545.445541	0.153231674	0.132803816	1.153819813	0.248574049	0.389478715
ensg00000122386.11	864.727225	-0.659987082	0.23122364	-2.854323547	0.004312858	0.029179491
ensg00000122390.19	1828.151067	-0.179129866	0.177323383	-1.010187504	0.312405465	0.457559883
ensg00000122406.14	8630.346067	0.638098978	0.370032124	1.724442112	0.084628061	0.185031395
ensg00000122417.16	62.77098739	-0.144775907	0.464551412	-0.311646683	0.755309052	0.835840876
ensg00000122435.11	44.23225741	0.733221017	0.387929453	1.890088552	0.058746118	0.146027953
ensg00000122481.17	34.17982524	0.258006385	0.489307177	0.52728919	0.59799278	0.715970759
ensg00000122482.22	142.2963099	0.23438785	0.328246205	0.714061112	0.475189391	0.613496999
ensg00000122483.18	28.9201455	-0.301764145	0.504008431	-0.598728368	0.549354037	0.676622842
ensg00000122484.9	198.188638	0.675731783	0.322900387	2.092694252	0.036376457	0.1084909
ensg00000122490.19	893.482262	-0.390867867	0.218029637	-1.79272815	0.073016403	0.168452464
ensg00000122507.21	54.12885449	0.032852101	0.952862974	0.034477256	0.972496579	0.981093786
ensg00000122512.17	421.7016741	0.504599067	0.667099066	0.756407995	0.449404616	0.59015246
ensg00000122515.16	2066.520731	-0.123595692	0.233680156	-0.528909659	0.596868121	0.715141031
ensg00000122545.22	280.5028173	1.256970404	0.550817878	2.282007275	0.022488911	0.079912707
ensg00000122547.12	96.134452	-0.135451192	0.289439054	-0.467978283	0.63980012	0.748910253
ensg00000122550.18	158.5290645	0.572057136	0.30274701	1.889555033	0.058817496	0.146150561
ensg00000122557.11	538.672725	0.198319368	0.160543702	1.235298338	0.216719492	0.352874711
ensg00000122565.19	934.6107304	0.525312596	0.266903961	1.968170847	0.049048383	0.130259946
ensg00000122566.22	522.8162889	0.746866233	0.628135557	1.189020786	0.234431488	0.373366371
