gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ensg00000016864.19	130.9657671	1.171045917	0.641804176	1.824615607	0.068059057	0.16070813
ensg00000017260.20	505.7858282	0.969742957	0.396768359	2.444103557	0.014521258	0.060637917
ensg00000017427.17	8.742913755	0.472354371	0.711596296	0.663795432	0.50682125	
ensg00000017483.16	90.06542955	0.003478254	0.361631808	0.009618219	0.99232589	0.995179127
ensg00000017797.13	2905.660471	-0.022589892	0.068858691	-0.328061601	0.742865087	0.827015718
ensg00000018189.13	175.9930524	-0.00564964	0.346047692	-0.01632619	0.986974164	0.990936715
ensg00000018236.15	129.5885683	1.422974711	0.575662742	2.471889539	0.013440104	0.057967828
ensg00000018280.18	49.86725126	-0.525637595	0.402457531	-1.306069718	0.19152885	0.323419974
ensg00000018408.15	1483.510989	0.565379009	0.100784446	5.609784333	2.03E-08	1.30E-06
ensg00000018510.18	209.4456789	0.34316743	0.414242997	0.828420593	0.407432348	0.551345695
ensg00000018610.15	572.6763219	0.413410418	0.195032801	2.119696867	0.034031617	0.103786253
ensg00000018699.13	134.7441789	0.937831137	0.560824548	1.672236247	0.094477746	0.198574063
ensg00000019102.12	1.896148503	-0.573982256	1.161925039	-0.493992501	0.621311475	
ensg00000019144.20	6523.852636	-0.691812128	0.221008317	-3.130253824	0.001746553	0.015726649
ensg00000019169.11	4.290214274	-1.729344858	1.080774074	-1.600098392	0.109576758	
ensg00000019186.10	170.1152599	-1.054170895	0.157973732	-6.673077115	2.50E-11	3.07E-09
ensg00000019485.14	641.3874445	-0.620327708	0.215863132	-2.873708453	0.004056833	0.027990711
ensg00000019505.8	8.835434853	-0.95190935	0.785287027	-1.212180155	0.225443426	
ensg00000019549.13	1231.804264	0.252130649	0.239253511	1.053822149	0.291964351	0.435433274
ensg00000019582.17	54.7787948	-1.564447802	0.352419601	-4.439162288	9.03E-06	0.000263069
ensg00000019995.6	673.131258	1.085458852	0.447512729	2.425537379	0.015285742	0.062510712
ensg00000020129.16	2056.751715	0.020611961	0.22323406	0.092333407	0.926433147	0.953112236
ensg00000020181.18	20.67799797	-1.614860988	0.518645227	-3.113613901	0.001848112	0.016200312
ensg00000020256.20	1591.674156	-0.553130849	0.181051263	-3.055106276	0.002249808	0.018660171
ensg00000020426.11	208.5940914	0.987765254	0.565354751	1.747160083	0.080609574	0.179231553
ensg00000020577.14	1131.167142	-0.594014411	0.178295827	-3.33162262	0.000863413	0.009600394
ensg00000020633.19	6.85442189	-1.536275627	0.751145715	-2.045243147	0.040830893	
ensg00000020922.13	463.8427251	0.606093016	0.380382294	1.593378626	0.111075278	0.222789306
ensg00000021300.14	50.81579595	1.276241837	0.374941242	3.403844905	0.000664445	0.007998683
ensg00000021355.13	273.8569804	1.02310211	0.218942459	4.672926906	2.97E-06	0.000105796
ensg00000021574.15	157.0691055	0.921534711	0.553727955	1.664237289	0.096065019	0.200859088
ensg00000021645.20	14.22744288	-0.244697681	0.57956101	-0.422212117	0.672870198	0.775366006
ensg00000021762.20	5501.995998	-0.742991271	0.236263667	-3.144754678	0.001662262	0.015278512
ensg00000021776.11	270.1711789	0.936625193	0.379980846	2.464927382	0.013704102	0.05864911
ensg00000022267.19	565.0762134	0.033268951	0.338361851	0.098323586	0.92167535	0.950134953
ensg00000022277.13	4347.059574	0.135769269	0.079078478	1.716892785	0.085998763	0.187163811
ensg00000022556.16	634.4079233	1.751185627	1.764455153	0.992479533	0.320963659	0.467118956
ensg00000022567.10	1071.479296	-0.057972994	0.224816631	-0.257867907	0.796508854	0.863905757
ensg00000022840.17	3778.103779	0.18942837	0.08038744	2.356442376	0.01845093	0.070801571
ensg00000022976.16	531.9175593	-0.615313349	0.231751842	-2.655052684	0.007929602	0.042259328
ensg00000023041.12	180.1379202	0.820399635	0.545013062	1.505284355	0.132250986	0.250694303
ensg00000023171.20	16.23601874	0.000904041	0.706795933	0.00127907	0.99897945	0.999281029
ensg00000023191.17	247.7497975	-0.391497818	0.343963084	-1.138197197	0.255038149	0.396095105
ensg00000023287.13	238.104101	1.146575374	0.525983842	2.179868055	0.029267243	0.094289753
ensg00000023318.9	606.9714001	-0.378584791	0.326624396	-1.159083019	0.246422347	0.387205902
ensg00000023330.15	1424.715156	0.19135823	0.110419706	1.733007961	0.083094254	0.182823911
ensg00000023445.17	415.4974635	1.437174074	0.589098238	2.439616999	0.014702841	0.061070273
ensg00000023516.9	575.403973	0.769059073	0.371113488	2.072301598	0.038237324	0.111777125
ensg00000023572.10	122.3673137	-0.138512119	0.333981231	-0.414730249	0.678339386	0.77983435
ensg00000023608.5	247.5254143	0.193065719	0.193931178	0.995537287	0.319475019	0.465770751
ensg00000023697.13	339.5003076	0.547839792	0.253432071	2.161682974	0.030642621	0.096907014
ensg00000023734.11	2737.115669	0.040202185	0.099529167	0.403923654	0.686268862	0.785747019
ensg00000023839.12	19.47140927	1.622282899	0.604666154	2.682939813	0.007297812	0.04021838
ensg00000023892.12	1266.604368	-0.664864653	0.171335234	-3.880489948	0.000104246	0.001916338
ensg00000023902.14	48.26942395	-0.717750881	0.358191382	-2.003819512	0.045089398	0.123781044
ensg00000023909.10	492.2021099	0.891372531	0.176782813	5.042189991	4.60E-07	2.17E-05
ensg00000024048.11	420.7902011	0.409318627	0.303511237	1.348611113	0.177461909	0.306101008
ensg00000024422.12	11403.17607	-0.24065825	0.1936869	-1.242511755	0.214047806	0.350028622
ensg00000024526.17	188.3815929	-0.478360091	0.187018871	-2.557817238	0.010533143	0.049930716
ensg00000024862.18	190.6419547	0.190814891	0.258467115	0.738255971	0.460358916	0.600137413
ensg00000025039.15	127.055638	-0.042203252	0.217306013	-0.194211157	0.846010547	0.898335507
ensg00000025156.13	109.0834118	1.076805672	0.405156534	2.657752205	0.007866371	0.042108594
ensg00000025293.17	1957.598429	0.022048782	0.12444506	0.177176833	0.859369493	0.907865715
ensg00000025423.11	50.32455184	0.614793983	0.507044215	1.212505666	0.225318875	0.363629825
ensg00000025434.19	200.541137	0.061735844	0.206539606	0.298905597	0.765012076	0.842428553
ensg00000025708.14	1604.291319	-1.802612309	0.277378549	-6.498744461	8.10E-11	9.18E-09
ensg00000025770.19	1373.915478	-0.222771826	0.197931236	-1.125501108	0.260376748	0.401376299
ensg00000025772.8	3146.418235	0.235990689	0.096220673	2.452598617	0.01418285	0.059774933
ensg00000025796.14	579.7682607	0.953991501	0.436514855	2.185473161	0.028854172	0.093276388
ensg00000025800.14	2681.384767	0.290543382	0.159022726	1.82705573	0.06769139	0.160186875
ensg00000026025.16	6870.068242	-0.785535296	0.103626958	-7.580414536	3.44E-14	7.02E-12
ensg00000026103.25	266.289829	1.122090917	1.072973153	1.045777254	0.295663885	0.439713772
ensg00000026297.17	87.78212585	0.782248117	0.672179311	1.163749173	0.244525676	0.385017984
ensg00000026508.21	5205.494114	1.605750549	0.539982407	2.973709012	0.002942239	0.022593535
ensg00000026559.14	388.2163487	-0.761730322	0.281516858	-2.705807131	0.006813861	0.038479297
ensg00000026652.15	439.2438312	-0.222630499	0.155204755	-1.434430918	0.15144933	0.274110258
ensg00000026751.17	13.89163424	1.397426947	0.676770633	2.064845722	0.0389376	0.112952277
ensg00000026950.17	235.2299761	-0.07340902	0.151135785	-0.485715677	0.627168767	0.739252965
ensg00000027001.10	450.3761179	0.258439381	0.218263299	1.184071633	0.236384708	0.375394551
ensg00000027075.17	490.4885996	0.392150517	0.191226544	2.050711731	0.040295028	0.115250388
ensg00000027697.16	309.0779903	1.112916927	0.539935881	2.061202016	0.039283771	0.113433575
ensg00000027847.14	850.7485651	-0.128997268	0.261419001	-0.493450238	0.621694492	0.734855864
ensg00000027869.12	131.7596998	-0.06844821	0.27585717	-0.248129169	0.804034468	0.869229507
ensg00000028116.18	194.7122785	0.207179472	0.263118638	0.787399455	0.431048066	0.573893628
ensg00000028137.19	61.54760756	-0.26052186	0.816419742	-0.319102842	0.749648528	0.831393883
ensg00000028203.19	14.25820131	1.109503008	1.04696051	1.059737208	0.28926417	0.432476854
ensg00000028277.22	26.59858246	0.146628579	0.578198132	0.253595733	0.799807894	0.866208026
ensg00000028310.18	837.5770446	-0.281188694	0.115961139	-2.424852813	0.015314594	0.062543377
ensg00000028528.15	1551.630092	-0.154532766	0.190597978	-0.810778621	0.417492814	0.560860507
ensg00000028839.10	116.038362	0.019706737	0.422904096	0.046598596	0.962833151	0.974964833
ensg00000029153.15	610.2296067	0.176876726	0.246330648	0.718045957	0.472728951	0.61131387
ensg00000029363.17	512.926874	2.101277385	0.86334955	2.433866312	0.014938511	0.061636751
ensg00000029364.12	824.2892965	0.368414073	0.207644155	1.774256896	0.076020667	0.17230201
ensg00000029534.22	12.361586	-0.412916919	0.722708058	-0.571346777	0.567764599	
ensg00000029639.11	109.3207754	-0.185207751	0.26206737	-0.706718087	0.479741687	0.617509597
ensg00000029725.17	654.3869753	1.364568218	0.663988022	2.055109689	0.039868411	0.114352069
ensg00000029993.15	293.2207102	0.420904259	0.28789073	1.462027827	0.143733585	0.264663091
ensg00000030066.14	644.6046288	1.30093573	0.466947567	2.786042421	0.005335589	0.033138657
ensg00000030110.14	3355.557923	-0.265698935	0.180457661	-1.472361624	0.14092325	0.261011286
ensg00000030419.17	36.83349332	0.527315636	1.04439749	0.504899371	0.613629516	0.728173684
ensg00000030582.19	15714.43626	-0.195945669	0.229012468	-0.855611359	0.392212785	0.536968108
ensg00000031003.11	135.8033332	0.806707417	0.416441987	1.937142367	0.052727943	0.136096622
ensg00000031081.11	144.7344156	-1.090488933	0.184204841	-5.919979766	3.22E-09	2.56E-07
ensg00000031691.7	19.37317222	0.621851835	0.594541605	1.045934935	0.295591074	0.439654819
ensg00000031698.13	4973.224425	-0.261882707	0.078540681	-3.334357475	0.000854967	0.009529022
ensg00000031823.14	2588.170133	-0.216778182	0.175333963	-1.236373023	0.216319939	0.352422394
ensg00000032219.19	66.75500703	1.643858817	0.598410133	2.747043752	0.006013511	0.035470884
ensg00000032389.13	1175.82228	0.00045055	0.171145257	0.002632558	0.997899525	0.9985776
ensg00000032444.17	3396.453494	-0.735240467	0.205305229	-3.581206726	0.000342011	0.004884712
ensg00000032742.18	43.54844059	1.191126193	0.444056367	2.682376113	0.007310122	0.040252746
ensg00000033011.14	618.8858486	0.516606943	0.197112482	2.620873821	0.008770472	0.04494565
ensg00000033030.16	504.0282687	0.015021655	0.229977523	0.065317927	0.947920869	0.966664861
ensg00000033050.9	861.6219874	0.06515673	0.13615178	0.478559515	0.632252026	0.743129752
ensg00000033100.17	1406.570369	-0.030192976	0.251371896	-0.120112775	0.904393813	0.938965658
ensg00000033122.21	51.95168159	-0.239982157	0.261155659	-0.918923822	0.358135419	0.503151032
ensg00000033170.17	70.10862659	0.69101116	0.711998133	0.970523838	0.331785449	0.477572148
ensg00000033178.13	151.8848126	0.597467753	0.533440987	1.120025961	0.262702699	0.403881403
ensg00000033327.13	89.77539236	-0.203533552	0.222068525	-0.916534893	0.359386415	0.504081495
ensg00000033627.18	731.7715161	1.140324389	0.34209324	3.333373054	0.000857998	0.009548201
ensg00000033800.14	284.5836182	1.393036205	0.648080782	2.149479268	0.031596428	0.098847077
ensg00000033867.18	83.01200718	1.60899668	0.839206809	1.917282679	0.055202029	0.140430903
ensg00000034053.15	266.2258617	-0.426550749	0.30208847	-1.412006056	0.157948178	0.282133263
ensg00000034152.20	3078.985854	0.06323991	0.197307684	0.320514179	0.748578584	0.830890256
ensg00000034239.11	53.18089446	-0.362216258	0.713737585	-0.507492201	0.611809507	0.726852292
ensg00000034510.6	35883.62491	0.01848923	0.118024156	0.156656323	0.875515711	0.919426768
ensg00000034677.13	170.753114	0.489434146	0.333962801	1.465534918	0.142775033	0.263373735
ensg00000034693.15	160.131403	0.721982136	0.400279985	1.803692823	0.071279475	0.165772621
ensg00000034713.8	664.1418372	0.323487258	0.138237005	2.340091624	0.01927901	0.072695304
ensg00000035115.22	311.9078016	0.035209023	0.368500941	0.095546631	0.923880654	0.951150706
ensg00000035141.10	302.0261126	0.485798715	0.336817696	1.442319452	0.149212275	0.271544624
ensg00000035403.18	4555.723185	0.834343513	0.123171454	6.773838286	1.25E-11	1.63E-09
ensg00000035499.13	332.1694788	0.540793401	0.403685717	1.339639671	0.18036252	0.309943632
ensg00000035664.11	316.4023221	-0.161873642	0.166130481	-0.974376534	0.329869617	0.475848052
ensg00000035681.9	245.715158	0.893337281	0.487652322	1.831914337	0.066964184	0.159012235
ensg00000035687.10	472.1571042	-0.097456086	0.161414934	-0.603761275	0.546002369	0.673872372
ensg00000035862.13	4235.182944	-0.330728099	0.112643923	-2.936049186	0.003324216	0.024627814
ensg00000035928.17	1092.292343	0.954594194	0.418027084	2.283570205	0.022396802	0.079754761
ensg00000036054.13	244.8977166	1.194740144	0.603499336	1.979687585	0.047738644	0.128108523
ensg00000036257.14	661.4642943	1.410676894	0.524673307	2.688676696	0.007173586	0.039781886
ensg00000036549.13	252.3050941	1.592929204	0.595575195	2.674606358	0.007481704	0.040883124
ensg00000036672.16	352.2841333	-0.736645898	0.173203849	-4.253057322	2.11E-05	0.00053034
ensg00000036828.17	4.025060925	-0.538387696	0.874569517	-0.615603088	0.538156513	
ensg00000037042.9	1174.340664	-0.569257457	0.174900748	-3.254745693	0.001134939	0.01155337
ensg00000037241.7	543.7864305	0.148336667	0.199732823	0.742675463	0.457678189	0.597525305
ensg00000037280.16	95.3903572	-0.922528397	0.313297972	-2.944571877	0.003234018	0.02414855
ensg00000037474.15	1342.686893	0.742676034	0.206860016	3.590234824	0.00033038	0.004744159
ensg00000037749.13	419.407394	2.174153637	0.685771946	3.170374129	0.001522428	0.014361749
ensg00000037757.14	1993.085126	-0.201047739	0.18021929	-1.115572807	0.264605037	0.405442216
ensg00000037897.17	212.4485255	0.264666249	0.234822935	1.12708858	0.259705031	0.400747155
ensg00000037965.6	275.465727	-0.164352995	0.150723397	-1.090427885	0.275524704	0.417970062
ensg00000038002.9	49.67180564	0.959726438	0.314813936	3.048551313	0.002299476	0.01894174
ensg00000038210.14	381.2924112	0.081175752	0.267695409	0.303239238	0.761707548	0.840325607
ensg00000038219.13	475.7753591	0.666497837	0.334667196	1.991524253	0.046423282	0.125595872
ensg00000038274.18	633.4787472	1.073129351	0.455987019	2.353420835	0.018601568	0.07121467
ensg00000038295.8	32.34180984	-0.539608873	1.063052675	-0.507603137	0.61173169	0.726839249
ensg00000038358.15	3234.336479	-0.208408273	0.221221872	-0.942078064	0.346152674	0.491895309
ensg00000038382.23	2322.450457	-0.398436257	0.148871486	-2.676377237	0.007442282	0.040759054
ensg00000038427.16	39.84061494	0.431650816	0.916732297	0.470858088	0.63774208	0.747822129
ensg00000038532.17	953.3483735	0.232499836	0.113223699	2.053455579	0.040028414	0.114710615
ensg00000039068.20	5226.093042	0.73866883	0.146476813	5.042906228	4.59E-07	2.17E-05
ensg00000039123.16	514.1556594	1.318198883	0.513717143	2.566001349	0.010287843	0.049301461
ensg00000039139.11	13.89750207	-0.351375773	0.512095593	-0.686152699	0.492616822	0.628285542
ensg00000039319.17	411.1567751	0.575078783	0.256671732	2.240522472	0.025057024	0.085462118
ensg00000039523.20	5302.108109	-0.380333179	0.204201783	-1.862536033	0.062527571	0.151821839
ensg00000039560.14	361.1367925	0.460031133	0.300632729	1.53020975	0.125964819	0.242877176
ensg00000039600.11	10.94370807	0.939574728	0.702971578	1.336575698	0.181361176	
ensg00000039650.12	1090.388867	-0.743362335	0.253384712	-2.933730012	0.003349154	0.024771031
ensg00000039987.7	113.2463067	-1.435050585	0.378462816	-3.79178753	0.000149567	0.002589339
ensg00000040199.18	285.4570765	0.123255419	0.17552493	0.702210332	0.482548003	0.619617442
ensg00000040275.17	167.5988578	-0.637014146	0.221099899	-2.881114593	0.003962715	0.027680895
ensg00000040341.18	62.32984146	0.643982143	0.431063118	1.493939322	0.13519148	0.254159982
ensg00000040487.13	667.8893241	0.147481289	0.226036069	0.652467943	0.514099347	0.647214356
ensg00000040531.16	586.9190807	0.098543074	0.191479551	0.514640197	0.60680447	0.723254177
ensg00000040608.14	307.5810442	-0.511589015	0.412664534	-1.239721306	0.215078494	0.350806099
ensg00000040633.13	952.7309349	0.159362291	0.102343542	1.557130898	0.11943941	0.234040501
ensg00000040933.16	930.9946712	-0.20099965	0.190304478	-1.056200318	0.290876705	0.434348783
ensg00000041353.10	21.93782836	0.395776204	0.678909522	0.582958687	0.559921112	0.684548881
ensg00000041357.16	173.97111	1.29649194	0.600587955	2.15870453	0.030873097	0.097380302
ensg00000041802.11	946.8131229	0.708131851	0.207430805	3.413822024	0.000640584	0.007839613
ensg00000041880.15	645.5132887	-0.523387105	0.212192971	-2.466561934	0.013641714	0.05851368
ensg00000041982.17	4441.428915	-1.905634479	0.229897598	-8.289057819	1.14E-16	3.88E-14
ensg00000041988.16	575.7673421	-0.437239252	0.244206207	-1.79045102	0.073381435	0.168912389
ensg00000042088.14	273.8596125	0.940922669	0.609735736	1.543164707	0.122790818	0.238631892
ensg00000042286.15	2009.574535	0.221097577	0.18628921	1.186851227	0.235286308	0.374322978
ensg00000042317.17	19.96857416	0.346267466	0.74164882	0.466888717	0.640579498	0.749623933
ensg00000042429.12	26.80823811	3.804205676	1.774061736	2.144347967	0.032005016	0.099622941
ensg00000042493.16	8729.025204	-0.527902776	0.198141457	-2.664272204	0.00771551	0.041739336
ensg00000042753.12	4150.914675	0.125543163	0.128436967	0.977469066	0.328336985	0.474153236
ensg00000042832.12	54.76476513	0.800405439	0.408109551	1.961251423	0.049849701	0.131484166
ensg00000043039.7	852.2511139	-0.553352505	0.16527142	-3.348143951	0.000813547	0.009255586
ensg00000043093.15	111.9106075	1.438233973	0.692610246	2.076541579	0.03784389	0.111156759
ensg00000043143.22	4732.161757	-0.390870133	0.224153811	-1.743758587	0.081201195	0.180154107
ensg00000043355.12	5.899049325	-1.704116586	0.907203443	-1.878428261	0.060322602	
ensg00000043514.17	160.30345	1.297658491	0.601922867	2.155855114	0.03109498	0.09784731
ensg00000043591.6	50.63341882	-0.611554299	0.337703126	-1.810922827	0.070152799	0.163867651
ensg00000044090.13	1362.212504	-0.858409405	0.234611147	-3.65886027	0.000253339	0.00387285
ensg00000044115.21	6367.489647	0.571371249	0.250151848	2.284097657	0.022365792	0.079682742
ensg00000044446.12	746.9539067	-0.179877487	0.155626552	-1.155827747	0.247751621	0.388741564
ensg00000044459.15	100.3701775	0.434775674	0.378099571	1.149897293	0.250186176	0.390941709
ensg00000044574.9	13726.79948	0.307611	0.174021369	1.767662217	0.07711739	0.173799335
ensg00000046604.15	2025.283139	0.26493297	0.157204547	1.685275488	0.091935433	0.195067464
